Gene name	Human gene stable ID	Human gene name	Query protein or transcript ID	Human homology type	Human orthology confidence [0 low, 1 high]
SMIM18	ENSG00000253457	SMIM18	ENSTGUP00000032279	ortholog_one2one	1
FOXA1	ENSG00000129514	FOXA1	ENSTGUP00000019213	ortholog_one2one	1
	ENSG00000111701	APOBEC1	ENSTGUP00000013509	ortholog_one2many	1
C8orf88	ENSG00000253250	C8orf88	ENSTGUP00000012191	ortholog_one2one	1
ZIC2	ENSG00000043355	ZIC2	ENSTGUP00000025229	ortholog_one2one	1
					
					
CD2AP	ENSG00000198087	CD2AP	ENSTGUP00000013604	ortholog_one2one	1
KCNV1	ENSG00000164794	KCNV1	ENSTGUP00000012633	ortholog_one2one	1
AMOT	ENSG00000126016	AMOT	ENSTGUP00000006276	ortholog_one2one	1
NMBR	ENSG00000135577	NMBR	ENSTGUP00000011280	ortholog_one2one	1
					
ACSL4	ENSG00000068366	ACSL4	ENSTGUP00000020750	ortholog_one2one	1
	ENSG00000169756	LIMS1	ENSTGUP00000009942	ortholog_one2many	1
	ENSG00000256671	LIMS4	ENSTGUP00000009942	ortholog_one2many	1
	ENSG00000256977	LIMS3	ENSTGUP00000009942	ortholog_one2many	1
STK38L	ENSG00000211455	STK38L	ENSTGUP00000012543	ortholog_one2one	1
IRX4	ENSG00000113430	IRX4	ENSTGUP00000008753	ortholog_one2one	1
FGF20	ENSG00000078579	FGF20	ENSTGUP00000007521	ortholog_one2one	1
SSTR1	ENSG00000139874	SSTR1	ENSTGUP00000024227	ortholog_one2one	1
AREG	ENSG00000109321	AREG	ENSTGUP00000001600	ortholog_one2one	1
MAL	ENSG00000172005	MAL	ENSTGUP00000031525	ortholog_one2one	1
					
AICDA	ENSG00000111732	AICDA	ENSTGUP00000013507	ortholog_one2one	1
CITED2	ENSG00000164442	CITED2	ENSTGUP00000031871	ortholog_one2one	1
ATF3	ENSG00000162772	ATF3	ENSTGUP00000027436	ortholog_one2one	1
	ENSG00000128567	PODXL	ENSTGUP00000024310	ortholog_one2one	0
					
HOXA4	ENSG00000197576	HOXA4	ENSTGUP00000002988	ortholog_one2one	1
PCCA	ENSG00000175198	PCCA	ENSTGUP00000011257	ortholog_one2one	1
AGAP1	ENSG00000157985	AGAP1	ENSTGUP00000038609	ortholog_one2one	1
					
					
					
IRX2	ENSG00000170561	IRX2	ENSTGUP00000008764	ortholog_one2one	1
PIP4P2	ENSG00000155099	PIP4P2	ENSTGUP00000012193	ortholog_one2one	1
TXLNB	ENSG00000164440	TXLNB	ENSTGUP00000011273	ortholog_one2one	1
KIAA0319	ENSG00000137261	KIAA0319	ENSTGUP00000006714	ortholog_one2one	1
					
					
					
SLC35A1	ENSG00000164414	SLC35A1	ENSTGUP00000032635	ortholog_one2one	1
MYO10	ENSG00000145555	MYO10	ENSTGUP00000007574	ortholog_one2one	1
HOXA6	ENSG00000106006	HOXA6	ENSTGUP00000003000	ortholog_one2one	1
					
METTL21C	ENSG00000139780	METTL21C	ENSTGUP00000011190	ortholog_one2one	1
FAM131B	ENSG00000159784	FAM131B	ENSTGUP00000034513	ortholog_one2one	1
					
HELQ	ENSG00000163312	HELQ	ENSTGUP00000002235	ortholog_one2one	1
					
THBS2	ENSG00000186340	THBS2	ENSTGUP00000010031	ortholog_one2one	1
					
					
TRPC5	ENSG00000072315	TRPC5	ENSTGUP00000006326	ortholog_one2one	1
					
					
					
RANBP2	ENSG00000153201	RANBP2	ENSTGUP00000009923	ortholog_one2one	1
IRX1	ENSG00000170549	IRX1	ENSTGUP00000008767	ortholog_one2one	1
					
HOXA5	ENSG00000106004	HOXA5	ENSTGUP00000002996	ortholog_one2one	1
DPYSL5	ENSG00000157851	DPYSL5	ENSTGUP00000032429	ortholog_one2one	1
MED21	ENSG00000152944	MED21	ENSTGUP00000020349	ortholog_one2one	1
					
CHIC2	ENSG00000109220	CHIC2	ENSTGUP00000024756	ortholog_one2one	1
					
					
SIAH3	ENSG00000215475	SIAH3	ENSTGUP00000012669	ortholog_one2one	1
NSL1	ENSG00000117697	NSL1	ENSTGUP00000003141	ortholog_one2one	1
NT5C3A	ENSG00000122643	NT5C3A	ENSTGUP00000005438	ortholog_one2one	1
MAEA	ENSG00000090316	MAEA	ENSTGUP00000010989	ortholog_one2one	1
					
RBM25	ENSG00000119707	RBM25	ENSTGUP00000011598	ortholog_one2one	1
					
					
SALL3	ENSG00000256463	SALL3	ENSTGUP00000006722	ortholog_one2one	1
HOXA7	ENSG00000122592	HOXA7	ENSTGUP00000003004	ortholog_one2one	1
					
XPNPEP2	ENSG00000122121	XPNPEP2	ENSTGUP00000005234	ortholog_one2one	1
					
					
					
	ENSG00000197614	MFAP5	ENSTGUP00000021785	ortholog_one2one	0
					
HDDC2	ENSG00000111906	HDDC2	ENSTGUP00000020560	ortholog_one2one	1
EREG	ENSG00000124882	EREG	ENSTGUP00000029436	ortholog_one2one	1
					
	ENSG00000112406	HECA	ENSTGUP00000011269	ortholog_one2one	0
FBXL3	ENSG00000005812	FBXL3	ENSTGUP00000012923	ortholog_one2one	1
CDK8	ENSG00000132964	CDK8	ENSTGUP00000018650	ortholog_one2one	1
					
GGACT	ENSG00000134864	GGACT	ENSTGUP00000031370	ortholog_one2one	1
					
					
GSX2	ENSG00000180613	GSX2	ENSTGUP00000008026	ortholog_one2one	1
SEC23A	ENSG00000100934	SEC23A	ENSTGUP00000030029	ortholog_one2one	1
MICU3	ENSG00000155970	MICU3	ENSTGUP00000023080	ortholog_one2one	1
					
POGLUT2	ENSG00000134901	POGLUT2	ENSTGUP00000011186	ortholog_one2one	1
					
MIR196B	ENSG00000283745	MIR196B	ENSTGUT00000018719	ortholog_one2one	1
NRCAM	ENSG00000091129	NRCAM	ENSTGUP00000022144	ortholog_one2one	1
					
ALG13	ENSG00000101901	ALG13	ENSTGUP00000006332	ortholog_one2one	1
MKLN1	ENSG00000128585	MKLN1	ENSTGUP00000026061	ortholog_one2one	1
ABRACL	ENSG00000146386	ABRACL	ENSTGUP00000011266	ortholog_one2one	1
					
HEY2	ENSG00000135547	HEY2	ENSTGUP00000012153	ortholog_one2one	1
OTUD6B	ENSG00000155100	OTUD6B	ENSTGUP00000012195	ortholog_one2one	1
TMEM164	ENSG00000157600	TMEM164	ENSTGUP00000035396	ortholog_one2one	1
SLC2A13	ENSG00000151229	SLC2A13	ENSTGUP00000031787	ortholog_one2one	1
					
TM7SF3	ENSG00000064115	TM7SF3	ENSTGUP00000012545	ortholog_one2one	1
					
HOXA10	ENSG00000253293	HOXA10	ENSTGUP00000003008	ortholog_one2one	1
CLN5	ENSG00000102805	CLN5	ENSTGUP00000028421	ortholog_one2one	1
					
					
ART4	ENSG00000111339	ART4	ENSTGUP00000036950	ortholog_one2one	1
					
					
CLCN1	ENSG00000188037	CLCN1	ENSTGUP00000013622	ortholog_one2one	1
TATDN3	ENSG00000203705	TATDN3	ENSTGUP00000021441	ortholog_one2one	1
ZFYVE1	ENSG00000165861	ZFYVE1	ENSTGUP00000011602	ortholog_one2one	1
					
SASH3	ENSG00000122122	SASH3	ENSTGUP00000005271	ortholog_one2one	1
HOXA11	ENSG00000005073	HOXA11	ENSTGUP00000003010	ortholog_one2one	1
					
ANXA10	ENSG00000109511	ANXA10	ENSTGUP00000006216	ortholog_one2one	1
MXRA5	ENSG00000101825	MXRA5	ENSTGUP00000008895	ortholog_one2one	1
WRN	ENSG00000165392	WRN	ENSTGUP00000001824	ortholog_one2one	1
					
RIMKLB	ENSG00000166532	RIMKLB	ENSTGUP00000013503	ortholog_one2one	1
MTHFD2L	ENSG00000163738	MTHFD2L	ENSTGUP00000032442	ortholog_one2one	1
SMCO3	ENSG00000179256	SMCO3	ENSTGUP00000009528	ortholog_one2one	1
GEMIN2	ENSG00000092208	GEMIN2	ENSTGUP00000012401	ortholog_one2one	1
CCDC138	ENSG00000163006	CCDC138	ENSTGUP00000009857	ortholog_one2one	1
INTS8	ENSG00000164941	INTS8	ENSTGUP00000035083	ortholog_one2one	1
	ENSG00000084764	MAPRE3	ENSTGUP00000025989	ortholog_one2many	1
BIVM	ENSG00000134899	ERCC5	ENSTGUP00000024391	ortholog_one2many	0
BIVM	ENSG00000134897	BIVM	ENSTGUP00000024391	ortholog_one2many	1
					
					
	ENSG00000138678	GPAT3	ENSTGUP00000026721	ortholog_one2many	1
					
					
TMTC4	ENSG00000125247	TMTC4	ENSTGUP00000011245	ortholog_one2one	1
MRPS5	ENSG00000144029	MRPS5	ENSTGUP00000002246	ortholog_one2one	1
					
SLC26A7	ENSG00000147606	SLC26A7	ENSTGUP00000012198	ortholog_one2one	1
ZC3H13	ENSG00000123200	ZC3H13	ENSTGUP00000027725	ortholog_one2one	1
TRAPPC6B	ENSG00000182400	TRAPPC6B	ENSTGUP00000012403	ortholog_one2one	1
FGFR1OP2	ENSG00000111790	FGFR1OP2	ENSTGUP00000033626	ortholog_one2one	1
					
	ENSG00000163736	PPBP	ENSTGUP00000036648	ortholog_one2one	0
ZDHHC9	ENSG00000188706	ZDHHC9	ENSTGUP00000019107	ortholog_one2one	1
					
REPS1	ENSG00000135597	REPS1	ENSTGUP00000029860	ortholog_one2one	1
					
					
					
ATP9B	ENSG00000166377	ATP9B	ENSTGUP00000022035	ortholog_one2one	1
					
					
EVX1	ENSG00000106038	EVX1	ENSTGUP00000003013	ortholog_one2one	1
					
					
VAX1	ENSG00000148704	VAX1	ENSTGUP00000011393	ortholog_one2one	1
OPN5	ENSG00000124818	OPN5	ENSTGUP00000032864	ortholog_one2one	1
PRKX	ENSG00000183943	PRKX	ENSTGUP00000008885	ortholog_one2one	1
					
DCX	ENSG00000077279	DCX	ENSTGUP00000006366	ortholog_one2one	1
ERCC5					
ACOD1	ENSG00000102794	ACOD1	ENSTGUP00000012919	ortholog_one2one	1
					
					
					
PNN	ENSG00000100941	PNN	ENSTGUP00000012412	ortholog_one2one	1
					
SPOCK3	ENSG00000196104	SPOCK3	ENSTGUP00000006190	ortholog_one2one	1
					
					
FLVCR1	ENSG00000162769	FLVCR1	ENSTGUP00000003117	ortholog_one2one	1
AMMECR1	ENSG00000101935	AMMECR1	ENSTGUP00000004489	ortholog_one2one	1
					
DPF3	ENSG00000205683	DPF3	ENSTGUP00000011639	ortholog_one2one	1
	ENSG00000169429	CXCL8	ENSTGUP00000001591	ortholog_one2many	1
					
					
IGSF11	ENSG00000144847	IGSF11	ENSTGUP00000020624	ortholog_one2one	1
ABRAXAS1	ENSG00000163322	ABRAXAS1	ENSTGUP00000002215	ortholog_one2one	1
	ENSG00000253797	UTP14C	ENSTGUP00000005308	ortholog_one2many	1
	ENSG00000156697	UTP14A	ENSTGUP00000005308	ortholog_one2many	1
PTCHD4	ENSG00000244694	PTCHD4	ENSTGUP00000013599	ortholog_one2one	1
					
RNF6	ENSG00000127870	RNF6	ENSTGUP00000011884	ortholog_one2one	1
METTL21EP	ENSG00000250878	METTL21EP	ENSTGUP00000011147	ortholog_one2one	1
	ENSG00000178695	KCTD12	ENSTGUP00000028271	ortholog_one2many	1
PDGFRA	ENSG00000134853	PDGFRA	ENSTGUP00000031563	ortholog_one2one	1
					
					
					
HIBADH	ENSG00000106049	HIBADH	ENSTGUP00000037993	ortholog_one2one	1
RARS2	ENSG00000146282	RARS2	ENSTGUP00000012819	ortholog_one2one	1
CCNE2	ENSG00000175305	CCNE2	ENSTGUP00000012307	ortholog_one2one	1
CASP2	ENSG00000106144	CASP2	ENSTGUP00000013612	ortholog_one2one	1
					
	ENSG00000126838	PZP	ENSTGUP00000014993	ortholog_many2many	0
					
NCOA7	ENSG00000111912	NCOA7	ENSTGUP00000038062	ortholog_one2one	1
CCDC28A	ENSG00000024862	CCDC28A	ENSTGUP00000011248	ortholog_one2one	1
SLC18A2	ENSG00000165646	SLC18A2	ENSTGUP00000011409	ortholog_one2one	1
	ENSG00000169429	CXCL8	ENSTGUP00000030391	ortholog_one2many	1
					
					
ABCD2	ENSG00000173208	ABCD2	ENSTGUP00000003553	ortholog_one2one	1
					
INTS13	ENSG00000064102	INTS13	ENSTGUP00000012557	ortholog_one2one	1
SLC10A2	ENSG00000125255	SLC10A2	ENSTGUP00000011142	ortholog_one2one	1
CAPN6	ENSG00000077274	CAPN6	ENSTGUP00000006412	ortholog_one2one	1
	ENSG00000178695	KCTD12	ENSTGUP00000012918	ortholog_one2many	1
	ENSG00000165246	NLGN4Y	ENSTGUP00000022497	ortholog_one2many	1
	ENSG00000146938	NLGN4X	ENSTGUP00000022497	ortholog_one2many	1
ANKS6	ENSG00000165138	ANKS6	ENSTGUP00000030379	ortholog_one2one	1
NKX1-1	ENSG00000235608	NKX1-1	ENSTGUP00000035021	ortholog_one2one	1
					
UPK1B	ENSG00000114638	UPK1B	ENSTGUP00000013796	ortholog_one2one	1
	ENSG00000150527	MIA2	ENSTGUP00000012433	ortholog_one2many	1
	ENSG00000212710	CTAGE1	ENSTGUP00000012433	ortholog_one2many	1
	ENSG00000289604	CTAGE8	ENSTGUP00000012433	ortholog_one2many	1
	ENSG00000236761	CTAGE9	ENSTGUP00000012433	ortholog_one2many	1
	ENSG00000271321	CTAGE6	ENSTGUP00000012433	ortholog_one2many	1
	ENSG00000288784	CTAGE4	ENSTGUP00000012433	ortholog_one2many	1
	ENSG00000271079	CTAGE15	ENSTGUP00000012433	ortholog_one2many	1
TP53INP1	ENSG00000164938	TP53INP1	ENSTGUP00000025133	ortholog_one2one	1
RUNX1T1	ENSG00000079102	RUNX1T1	ENSTGUP00000034748	ortholog_one2one	1
					
	ENSG00000169429	CXCL8	ENSTGUP00000001587	ortholog_one2many	1
VASH2	ENSG00000143494	VASH2	ENSTGUP00000037910	ortholog_one2one	1
	ENSG00000138678	GPAT3	ENSTGUP00000002209	ortholog_one2many	1
BBS9	ENSG00000122507	BBS9	ENSTGUP00000005460	ortholog_one2one	1
EVA1A	ENSG00000115363	EVA1A	ENSTGUP00000013598	ortholog_one2one	1
					
TLL1	ENSG00000038295	TLL1	ENSTGUP00000006163	ortholog_one2one	1
ZDHHC2	ENSG00000104219	ZDHHC2	ENSTGUP00000007491	ortholog_one2one	1
					
BCORL1	ENSG00000085185	BCORL1	ENSTGUP00000019864	ortholog_one2one	1
MIR29B1	ENSG00000283797	MIR29B1	ENSTGUT00000018556	ortholog_one2one	1
tgu-mir-1397					
PDZD8	ENSG00000165650	PDZD8	ENSTGUP00000011412	ortholog_one2one	1
RASSF6	ENSG00000169435	RASSF6	ENSTGUP00000011493	ortholog_one2one	1
					
SMOC2	ENSG00000112562	SMOC2	ENSTGUP00000032384	ortholog_one2one	1
tgu-mir-29a-1	ENSG00000284032	MIR29A	ENSTGUT00000018396	ortholog_one2one	1
NDUFAF6	ENSG00000156170	NDUFAF6	ENSTGUP00000012312	ortholog_one2one	1
					
					
ARHGAP31	ENSG00000031081	ARHGAP31	ENSTGUP00000023864	ortholog_one2one	1
PUDP	ENSG00000130021	PUDP	ENSTGUP00000008832	ortholog_one2one	1
NKX6-1	ENSG00000163623	NKX6-1	ENSTGUP00000002197	ortholog_one2one	1
EFNB2	ENSG00000125266	EFNB2	ENSTGUP00000024376	ortholog_one2one	1
FBXO33	ENSG00000165355	FBXO33	ENSTGUP00000012436	ortholog_one2one	1
					
					
					
EMX2	ENSG00000170370	EMX2	ENSTGUP00000011416	ortholog_one2one	1
					
					
	ENSG00000077264	PAK3	ENSTGUP00000004564	ortholog_one2one	0
					
					
ANGEL2	ENSG00000174606	ANGEL2	ENSTGUP00000020953	ortholog_one2one	1
					
CNOT7	ENSG00000198791	CNOT7	ENSTGUP00000007471	ortholog_one2one	1
NHSL1	ENSG00000135540	NHSL1	ENSTGUP00000032446	ortholog_one2one	1
TRIQK	ENSG00000205133	TRIQK	ENSTGUP00000036015	ortholog_one2one	1
					
	ENSG00000126838	PZP	ENSTGUP00000019716	ortholog_many2many	0
					
					
					
RGS6	ENSG00000182732	RGS6	ENSTGUP00000022443	ortholog_one2one	1
CDS1	ENSG00000163624	CDS1	ENSTGUP00000002194	ortholog_one2one	1
CPB2	ENSG00000080618	CPB2	ENSTGUP00000012660	ortholog_one2one	1
					
					
CPE	ENSG00000109472	CPE	ENSTGUP00000006111	ortholog_one2one	1
	ENSG00000187475	H1-6	ENSTGUP00000009563	ortholog_many2many	1
					
					
ORC3	ENSG00000135336	ORC3	ENSTGUP00000012807	ortholog_one2one	1
FAM53A	ENSG00000174137	FAM53A	ENSTGUP00000010968	ortholog_one2one	1
ARGLU1	ENSG00000134884	ARGLU1	ENSTGUP00000026964	ortholog_one2one	1
SOX3	ENSG00000134595	SOX3	ENSTGUP00000006428	ortholog_one2one	1
BMP3	ENSG00000152785	BMP3	ENSTGUP00000001585	ortholog_one2one	1
					
EDAR	ENSG00000135960	EDAR	ENSTGUP00000009844	ortholog_one2one	1
					
ZNF410	ENSG00000119725	ZNF410	ENSTGUP00000029663	ortholog_one2one	1
					
					
VPS37A	ENSG00000155975	VPS37A	ENSTGUP00000007462	ortholog_one2one	1
PLEKHF2	ENSG00000175895	PLEKHF2	ENSTGUP00000024076	ortholog_one2one	1
					
RAB11FIP2	ENSG00000107560	RAB11FIP2	ENSTGUP00000032908	ortholog_one2one	1
STS	ENSG00000101846	STS	ENSTGUP00000008828	ortholog_one2one	1
ZNF622	ENSG00000173545	ZNF622	ENSTGUP00000024545	ortholog_one2one	1
MRPL19	ENSG00000115364	MRPL19	ENSTGUP00000018407	ortholog_one2one	1
NALF1	ENSG00000204442	NALF1	ENSTGUP00000011129	ortholog_one2one	1
KIT	ENSG00000157404	KIT	ENSTGUP00000007975	ortholog_one2one	1
	ENSG00000197837	H4C16	ENSTGUP00000024262	ortholog_one2one	0
					
SLBP	ENSG00000163950	SLBP	ENSTGUP00000010961	ortholog_one2one	1
CIBAR1	ENSG00000188343	CIBAR1	ENSTGUP00000012217	ortholog_one2one	1
MSMO1	ENSG00000052802	MSMO1	ENSTGUP00000034358	ortholog_one2one	1
					
					
					
					
KIF21A	ENSG00000139116	KIF21A	ENSTGUP00000003574	ortholog_one2one	1
					
	ENSG00000134460	IL2RA	ENSTGUP00000002066	ortholog_one2one	0
					
AKIRIN2	ENSG00000135334	AKIRIN2	ENSTGUP00000012799	ortholog_one2one	1
FGF5	ENSG00000138675	FGF5	ENSTGUP00000035530	ortholog_one2one	1
SCLT1	ENSG00000151466	SCLT1	ENSTGUP00000002181	ortholog_one2one	1
B4GALT4	ENSG00000121578	B4GALT4	ENSTGUP00000020071	ortholog_one2one	1
AIFM1	ENSG00000156709	AIFM1	ENSTGUP00000037952	ortholog_one2one	1
					
					
CFAP418	ENSG00000156172	CFAP418	ENSTGUP00000025511	ortholog_one2one	1
FAM161B	ENSG00000156050	FAM161B	ENSTGUP00000012444	ortholog_one2one	1
GALNT12	ENSG00000119514	GALNT12	ENSTGUP00000008776	ortholog_one2one	1
					
	ENSG00000261052	SULT1A3	ENSTGUP00000031465	ortholog_many2many	0
	ENSG00000213648	SULT1A4	ENSTGUP00000031465	ortholog_many2many	0
	ENSG00000105398	SULT2A1	ENSTGUP00000031465	ortholog_many2many	0
	ENSG00000197165	SULT1A2	ENSTGUP00000031465	ortholog_many2many	0
	ENSG00000196502	SULT1A1	ENSTGUP00000031465	ortholog_many2many	0
					
NFATC1	ENSG00000131196	NFATC1	ENSTGUP00000018933	ortholog_one2one	1
FAM204A	ENSG00000165669	FAM204A	ENSTGUP00000011424	ortholog_one2one	1
					
KLHL2	ENSG00000109466	KLHL2	ENSTGUP00000006089	ortholog_one2one	1
PRDM8	ENSG00000152784	PRDM8	ENSTGUP00000021973	ortholog_one2one	1
					
TAX1BP1	ENSG00000106052	TAX1BP1	ENSTGUP00000023748	ortholog_one2one	1
SH3RF3	ENSG00000172985	SH3RF3	ENSTGUP00000009827	ortholog_one2one	1
MTMR7	ENSG00000003987	MTMR7	ENSTGUP00000007449	ortholog_one2one	1
LMBRD1	ENSG00000168216	LMBRD1	ENSTGUP00000023102	ortholog_one2one	1
LCP1	ENSG00000136167	LCP1	ENSTGUP00000012655	ortholog_one2one	1
GCFC2	ENSG00000005436	GCFC2	ENSTGUP00000013594	ortholog_one2one	1
TRMT11	ENSG00000066651	TRMT11	ENSTGUP00000012136	ortholog_one2one	1
CRMP1	ENSG00000072832	CRMP1	ENSTGUP00000021536	ortholog_one2one	1
					
					
TMEM39A	ENSG00000176142	TMEM39A	ENSTGUP00000013791	ortholog_one2one	1
ATP8A2	ENSG00000132932	ATP8A2	ENSTGUP00000024734	ortholog_one2one	1
RBM17	ENSG00000134453	RBM17	ENSTGUP00000002081	ortholog_one2one	1
					
					
LIG4	ENSG00000174405	LIG4	ENSTGUP00000011124	ortholog_one2one	1
					
RPS6KC1	ENSG00000136643	RPS6KC1	ENSTGUP00000024814	ortholog_one2one	1
RBM12B	ENSG00000183808	RBM12B	ENSTGUP00000034012	ortholog_one2one	1
					
					
GABRA3	ENSG00000011677	GABRA3	ENSTGUP00000024273	ortholog_one2one	1
TMEM192	ENSG00000170088	TMEM192	ENSTGUP00000006011	ortholog_one2one	1
					
PURG	ENSG00000172733	PURG	ENSTGUP00000034182	ortholog_one2one	1
ANTXR2	ENSG00000163297	ANTXR2	ENSTGUP00000001573	ortholog_one2one	1
					
					
					
	ENSG00000076864	RAP1GAP	ENSTGUP00000013610	ortholog_one2one	0
					
					
					
CHRDL1	ENSG00000101938	CHRDL1	ENSTGUP00000004502	ortholog_one2one	1
JADE1	ENSG00000077684	JADE1	ENSTGUP00000026691	ortholog_one2one	1
					
					
ABHD13	ENSG00000139826	ABHD13	ENSTGUP00000011123	ortholog_one2one	1
					
					
SEPTIN10	ENSG00000186522	SEPTIN10	ENSTGUP00000009817	ortholog_one2one	1
	ENSG00000184260	H2AC20	ENSTGUP00000024040	ortholog_one2one	0
SIPA1L1	ENSG00000197555	SIPA1L1	ENSTGUP00000011673	ortholog_one2one	1
MARS2	ENSG00000247626	MARS2	ENSTGUP00000005368	ortholog_one2one	1
					
PNPLA4	ENSG00000006757	PNPLA4	ENSTGUP00000008813	ortholog_one2one	1
RUBCNL	ENSG00000102445	RUBCNL	ENSTGUP00000012645	ortholog_one2one	1
TMEM67	ENSG00000164953	TMEM67	ENSTGUP00000012227	ortholog_one2one	1
CENPW	ENSG00000203760	CENPW	ENSTGUP00000025354	ortholog_one2one	1
SLC7A2	ENSG00000003989	SLC7A2	ENSTGUP00000007415	ortholog_one2one	1
GDF6	ENSG00000156466	GDF6	ENSTGUP00000027019	ortholog_one2one	1
CACUL1	ENSG00000151893	CACUL1	ENSTGUP00000011432	ortholog_one2one	1
	ENSG00000187475	H1-6	ENSTGUP00000009615	ortholog_many2many	0
					
PPP2CB	ENSG00000104695	PPP2CB	ENSTGUP00000001817	ortholog_one2one	1
RAB33A	ENSG00000134594	RAB33A	ENSTGUP00000005378	ortholog_one2one	1
					
					
MARCHF11	ENSG00000183654	MARCHF11	ENSTGUP00000007613	ortholog_one2one	1
CNR1	ENSG00000118432	CNR1	ENSTGUP00000028918	ortholog_one2one	1
GABBR2	ENSG00000136928	GABBR2	ENSTGUP00000008802	ortholog_one2one	1
NALCN	ENSG00000102452	NALCN	ENSTGUP00000023340	ortholog_one2one	1
CNTN1	ENSG00000018236	CNTN1	ENSTGUP00000033321	ortholog_one2one	1
PFKFB3	ENSG00000170525	PFKFB3	ENSTGUP00000035982	ortholog_one2one	1
TNFSF13B	ENSG00000102524	TNFSF13B	ENSTGUP00000011121	ortholog_one2one	1
RSPO3	ENSG00000146374	RSPO3	ENSTGUP00000012128	ortholog_one2one	1
					
					
ARFGEF3	ENSG00000112379	ARFGEF3	ENSTGUP00000018401	ortholog_one2one	1
					
					
					
	ENSG00000175899	A2M	ENSTGUP00000018188	ortholog_one2one	0
RNF128	ENSG00000133135	RNF128	ENSTGUP00000004582	ortholog_one2one	1
UQCRB	ENSG00000156467	UQCRB	ENSTGUP00000012319	ortholog_one2one	1
					
FBXL7	ENSG00000183580	FBXL7	ENSTGUP00000033924	ortholog_one2one	1
TMEM129	ENSG00000168936	TMEM129	ENSTGUP00000010953	ortholog_one2one	1
PGRMC2	ENSG00000164040	PGRMC2	ENSTGUP00000002168	ortholog_one2one	1
SOWAHC	ENSG00000198142	SOWAHC	ENSTGUP00000020098	ortholog_one2one	1
ITPR2	ENSG00000123104	ITPR2	ENSTGUP00000028641	ortholog_one2one	1
					
					
NANOS1	ENSG00000188613	NANOS1	ENSTGUP00000018931	ortholog_one2one	1
					
					
GABRE	ENSG00000102287	GABRE	ENSTGUP00000024507	ortholog_one2one	1
PAQR3	ENSG00000163291	PAQR3	ENSTGUP00000001566	ortholog_one2one	1
KDR	ENSG00000128052	KDR	ENSTGUP00000029011	ortholog_one2one	1
SLC25A14	ENSG00000102078	SLC25A14	ENSTGUP00000005407	ortholog_one2one	1
PDGFRL	ENSG00000104213	PDGFRL	ENSTGUP00000007386	ortholog_one2one	1
GSR	ENSG00000104687	GSR	ENSTGUP00000020062	ortholog_one2one	1
					
GBX2	ENSG00000168505	GBX2	ENSTGUP00000035245	ortholog_one2one	1
MARCHF1	ENSG00000145416	MARCHF1	ENSTGUP00000022088	ortholog_one2one	1
EVC	ENSG00000072840	EVC	ENSTGUP00000010313	ortholog_one2one	1
COQ6	ENSG00000119723	COQ6	ENSTGUP00000012453	ortholog_one2one	1
CHAMP1	ENSG00000198824	CHAMP1	ENSTGUP00000034854	ortholog_one2one	1
					
					
ANOS1	ENSG00000011201	ANOS1	ENSTGUP00000032107	ortholog_one2one	1
	ENSG00000006756	ARSD	ENSTGUP00000035653	ortholog_one2many	1
					
RNF146	ENSG00000118518	RNF146	ENSTGUP00000033288	ortholog_one2one	1
MTERF3	ENSG00000156469	MTERF3	ENSTGUP00000012324	ortholog_one2one	1
	ENSG00000203811	H3C14	ENSTGUP00000035172	ortholog_one2one	0
GPR119	ENSG00000147262	GPR119	ENSTGUP00000018065	ortholog_one2one	1
UPF3A	ENSG00000169062	UPF3A	ENSTGUP00000009799	ortholog_one2one	1
EIF3A	ENSG00000107581	EIF3A	ENSTGUP00000011445	ortholog_one2one	1
	ENSG00000261052	SULT1A3	ENSTGUP00000009971	ortholog_many2many	0
	ENSG00000213648	SULT1A4	ENSTGUP00000009971	ortholog_many2many	0
	ENSG00000105398	SULT2A1	ENSTGUP00000009971	ortholog_many2many	0
	ENSG00000197165	SULT1A2	ENSTGUP00000009971	ortholog_many2many	0
	ENSG00000196502	SULT1A1	ENSTGUP00000009971	ortholog_many2many	0
TACC3	ENSG00000013810	TACC3	ENSTGUP00000010951	ortholog_one2one	1
ITSN2	ENSG00000198399	ITSN2	ENSTGUP00000029821	ortholog_one2one	1
	ENSG00000278705	H4C2	ENSTGUP00000020651	ortholog_one2one	0
CTDP1	ENSG00000060069	CTDP1	ENSTGUP00000006843	ortholog_one2one	1
PROX1	ENSG00000117707	PROX1	ENSTGUP00000003063	ortholog_one2one	1
					
ACKR3	ENSG00000144476	ACKR3	ENSTGUP00000031951	ortholog_one2one	1
	ENSG00000188372	ZP3	ENSTGUP00000006591	ortholog_many2many	1
	ENSG00000146707	POMZP3	ENSTGUP00000006591	ortholog_many2many	0
LARP1B	ENSG00000138709	LARP1B	ENSTGUP00000038551	ortholog_one2one	1
PDP1	ENSG00000164951	PDP1	ENSTGUP00000037158	ortholog_one2one	1
RNGTT	ENSG00000111880	RNGTT	ENSTGUP00000035351	ortholog_one2one	1
PRKCQ	ENSG00000065675	PRKCQ	ENSTGUP00000030581	ortholog_one2one	1
	ENSG00000164508	H2AC1	ENSTGUP00000026510	ortholog_one2many	0
TBC1D8B	ENSG00000133138	TBC1D8B	ENSTGUP00000004684	ortholog_one2one	1
DACT2	ENSG00000164488	DACT2	ENSTGUP00000024189	ortholog_one2one	1
